case_id,variant_id,level,agent_name,agent_variant,run_id,claim_id,claim_type,agent_claim,final_label,final_error_type,final_severity,adjudicator_id,adjudication_notes
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL001,**Causal**,Campaign assignment had a causal effect on downstream conversions (ITT),supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL002,**Causal with strong assumptions**,Actual ad exposure had a causal effect on conversions for compliers (LATE),contradicted,Contradiction,critical,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL003,**Descriptive**,"The LATE estimate applies to a specific, identifiable subpopulation",unsupported,Unsupported Claim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL004,**Correlational**,Exposed users converted more than observationally similar unexposed users,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL005,**Causal for assignment effect; descriptive for exposure effect**,The ad exposure effect is larger/smaller for high-activity users,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL006,**Descriptive / correlational**,Repeated exposures have incrementally different effects,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,benchmark_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated,RUN_20260527_225443_13_openclaw_deepseekv4pro_isolated_CL007,**Speculative**,Results generalize to other campaigns or platforms,unsupported,Unsupported Claim,minor,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL001,Causal (ITT),Campaign assignment/eligibility causally affects downstream conversion outcomes.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL002,Causal (first-stage),The effect of campaign assignment operates partly through actual ad exposure.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL003,Causal (LATE) with **heavy caveats**,The causal effect of actual ad exposure on outcomes among compliers is approximately \(\hat{\tau}_{\text{LATE}}\).,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL004,Descriptive association,Actual ad exposure is positively associated with conversions after controlling for observables.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL005,Descriptive trend,Users' outcomes changed after first ad exposure relative to their pre-exposure baseline.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL006,Supporting / diagnostic,The assignment mechanism was as-good-as-random.,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,research_agent_v1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1,RUN_20260531_170002_04_openclaw_deepseekv4pro_researchagentv1_CL007,Supporting / diagnostic,No interference between assignment groups (SUTVA).,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL001,Causal (ITT),Campaign assignment has a causal effect on downstream conversions equal to the ITT.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL002,Logical necessity,The causal effect of actual ad exposure on downstream conversions is not identified under the perturbed condition.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL003,Descriptive decomposition,The ITT is attenuated relative to the treatment-on-treated effect by the compliance rate.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL004,Descriptive / external validity,Naive comparisons of exposed vs. unexposed users within the treated group overstate ad effects.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL005,Predictive / external validity,PIE-calibrated predictions improve budget allocation relative to naive observational methods.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL006,Partial identification / bounds,"The ITT bounds the TOT between \(\widehat{\text{ITT}}\) and \(\widehat{\text{ITT}} / (\hat{p}_{D,Z=1} \cdot P(Z=1))\).",supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C005,perturbed,perturbed,openclaw,research_agent_v2_search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search,RUN_20260601_145350_04_openclaw_deepseekv4pro_researchagentv2search_CL007,Methodological,"The perturbed condition is a binding constraint, not a minor data limitation.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL001,**Causal** (ITT of assignment),C1. Campaign assignment has a causal effect on downstream conversions of magnitude \(\hat{\text{ITT}}\) (or: no detectable effect).,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL002,**Descriptive**,"C2. Treated-arm compliance rate is \(\hat{\pi}_c\); exposed users differ from unexposed users on baseline characteristics X, Y, Z within the treated arm.",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL003,**Descriptive** (no causal interpretation),C4. Platform delivery allocation is concentrated on users with high baseline engagement; the within-arm exposure-outcome gradient is positive and statistically significant.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL004,**Meta-claim** (about identifiability),C5. The ATE of actual ad exposure on conversions cannot be point-identified from the available data; credible causal claims are limited to the effect of campaign assignment.,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C005,perturbed,perturbed,openclaw,research_agent_v3_planner_debate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate,RUN_20260602_004221_04_openclaw_deepseekv4pro_researchagentv3plannerdebate_CL005,**Interpretive** (about data pattern meaning),"C6. If the ITT is null but the within-arm exposure-outcome gradient is positive and significant, the contrast reflects platform selection confounding, not evidence that ""ads work when people see them.""",supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL001,**Causal** (conditional on parallel trends),Visible all-in pricing reduces demand for treated products in the short run,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL002,**Mechanism** (mediating),The effect operates through price salience rather than actual price changes,partially_supported,Overclaim,major,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL003,**Descriptive association**,Effects are larger for products with larger hidden charges,supported,none,,codex_adjudication_pass,No disagreement; final label matches both first-pass and second-pass judgments.
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL004,**Descriptive association**,Effects differ by product category,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
C008,level1,level1,openclaw,benchmark_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated,RUN_20260529_113557_05_openclaw_deepseekv4pro_isolated_CL005,**Diagnostic / assumption support**,The control group provides a valid counterfactual,supported,none,,codex_adjudication_pass,Unsampled claim; final label inherits first-pass annotation.
